Produce_Type,Harvest_Date,Measurement_Date,Initial_Brix_Level,Initial_Weight,Initial_Damage_Score,Pretreatment,Avg_Temp_C,Avg_Humidity_%,Packaging,Age_at_Measurement,Remaining_Shelf_Life_Days
banana,2025-10-29,2025-11-04,22.4,152.0,0.82,none,8.217355958319603,86.05298252874866,carton,6,4.193111739474819
potato,2025-09-15,2025-11-04,,222.6,,washed,,94.81478770864456,carton,50,0.0
orange,2025-10-01,2025-11-02,9.5,,0.19,waxed,,45.18713210685905,loose,32,0.0
potato,2025-10-04,2025-11-02,6.4,307.2,2.11,waxed,7.7780337217855084,68.13076584540644,carton,29,20.195706166079894
apple,2025-09-28,2025-11-02,13.8,35.94,0.75,none,7.035460222448388,60.114553609680485,perforated_bag,35,4.676534917699988
grape,2025-09-09,2025-11-02,18.4,302.4,0.57,none,2.4435920803234303,91.73207510639246,perforated_bag,54,0.0
strawberry,2025-11-01,2025-11-04,9.8,259.0,3.09,none,4.65833661160845,62.349144019017665,carton,3,4.074203176439538
banana,2025-09-27,2025-11-04,19.1,146.8,3.34,none,10.946443056827537,67.84295167278498,perforated_bag,38,0.0
orange,2025-08-18,2025-11-03,11.0,162.6,1.31,washed,6.837713262826054,,sealed_punnet,77,0.0
banana,2025-09-04,2025-11-03,,141.8,2.52,none,7.266849388510085,72.71530942677656,sealed_punnet,60,0.0
orange,2025-09-20,2025-11-04,12.3,125.6,1.62,,13.737052388475512,100.0,loose,45,0.0
potato,2025-08-18,2025-11-04,7.3,266.8,0.47,washed,5.074383046576974,55.680557959176106,loose,78,0.0
tomato,2025-10-03,2025-11-04,5.0,95.0,,,7.247015922289728,71.37665541725137,carton,32,0.0
banana,2025-10-19,2025-11-02,22.0,173.2,2.9,washed,,46.45297664823893,loose,14,0.0
potato,2025-10-10,2025-11-04,4.1,249.3,2.66,pre-cooled,8.545982856516668,66.96807704872944,carton,25,26.90332324948831
grape,2025-10-28,2025-11-03,19.1,185.3,0.94,pre-cooled,7.008058276873674,55.877690689411466,loose,6,7.204965664534554
strawberry,2025-09-05,2025-11-04,9.1,227.3,1.84,washed,3.2919184479092234,77.69823632377181,perforated_bag,60,0.0
strawberry,2025-10-31,2025-11-02,7.1,376.9,1.11,waxed,-0.6713665460515408,80.27214484015114,perforated_bag,2,5.728333095663162
orange,2025-08-27,2025-11-02,11.9,159.0,0.13,washed,8.441521711952067,66.81314956788802,carton,67,0.0
potato,2025-10-25,2025-11-04,4.8,352.1,0.85,,3.6156729924943845,81.9821755080375,sealed_punnet,10,39.64447730686638
potato,2025-10-17,2025-11-03,7.8,188.7,1.1,waxed,5.980006498829216,75.15983766722198,carton,17,36.15528385763142
banana,2025-10-10,2025-11-02,20.1,127.3,2.53,washed,13.641504411900458,59.91919025085154,loose,23,0.0
orange,2025-09-20,2025-11-03,9.2,166.2,4.81,pre-cooled,,,loose,44,0.0
potato,2025-10-19,2025-11-03,7.3,280.4,2.74,waxed,13.212090520416965,78.06342839370431,perforated_bag,15,33.631807411914174
potato,2025-08-24,2025-11-03,7.5,159.8,2.69,pre-cooled,6.965164116047396,77.37041223863027,carton,71,0.0
orange,2025-09-12,2025-11-02,11.3,187.5,,none,13.595097590325881,51.42633592336862,loose,51,0.0
tomato,2025-09-06,2025-11-03,6.4,164.9,1.19,waxed,3.5324410674549513,54.68176443677859,carton,58,0.0
grape,2025-09-24,2025-11-03,18.2,,0.95,pre-cooled,6.476933043118242,76.46270010361837,sealed_punnet,40,0.0
potato,2025-08-27,2025-11-02,,309.8,2.31,pre-cooled,9.431284250079592,71.86631368714926,perforated_bag,67,0.0
banana,2025-09-20,2025-11-02,20.6,26.34,1.2,pre-cooled,,87.94763431412261,perforated_bag,43,0.0
orange,2025-09-30,2025-11-04,10.4,233.3,0.18,washed,3.0971674194602077,67.27482679835241,carton,35,0.0
grape,2025-10-26,2025-11-02,18.8,442.7,1.09,pre-cooled,13.45930656507327,59.33070794784224,loose,7,5.256113344250856
grape,2025-09-17,2025-11-04,18.0,258.0,1.37,washed,18.494651628660687,57.23717850080991,,48,0.0
strawberry,2025-10-05,2025-11-03,7.7,263.6,,waxed,12.873031690478905,71.26996274738926,perforated_bag,29,0.0
grape,2025-10-10,2025-11-02,24.0,284.3,2.45,none,1.6158298081927382,61.87841716196462,sealed_punnet,23,0.0
grape,2025-10-29,2025-11-03,18.1,257.3,2.68,pre-cooled,8.122019258001712,69.62170931546699,perforated_bag,5,9.018272994194708
orange,2025-08-21,2025-11-03,12.9,140.3,,waxed,13.2905880798521,68.7618253687466,loose,74,0.0
apple,2025-10-15,2025-11-03,10.5,212.1,5.0,waxed,5.0885704793198485,72.50567871162212,loose,19,16.307824123565304
orange,2025-08-25,2025-11-03,10.2,166.2,5.0,washed,6.061107164838872,83.15269101501572,carton,70,0.0
tomato,2025-10-17,2025-11-03,4.9,199.0,0.53,none,10.762470088582473,85.89504459563057,perforated_bag,17,0.0
orange,2025-10-18,2025-11-02,9.4,145.7,,none,10.065568494308962,47.160276544513295,loose,15,11.783431582999919
grape,2025-08-29,2025-11-03,19.8,401.5,2.41,pre-cooled,6.2333530259313426,86.02276526585351,carton,66,0.0
tomato,2025-10-24,2025-11-04,6.3,105.1,1.71,washed,3.11492515492245,67.89214501398534,carton,11,2.9689101030681684
orange,2025-09-21,2025-11-02,12.3,,2.46,,17.57109035139657,64.82261595753056,loose,42,0.0
tomato,2025-09-12,2025-11-04,,114.7,2.43,washed,14.593672179382418,43.26631972472019,loose,53,0.0
tomato,2025-10-30,2025-11-04,6.2,166.4,1.11,pre-cooled,9.427568458512434,80.33519993142397,carton,5,12.725451178079327
orange,2025-09-16,2025-11-02,12.2,211.1,0.73,none,14.440444998337725,,,47,0.0
potato,2025-08-24,2025-11-02,4.2,221.3,3.94,pre-cooled,10.70760495077743,68.19934368745012,perforated_bag,70,0.0
banana,2025-10-09,2025-11-04,21.6,147.8,,waxed,3.8089665608366428,73.37651099097215,carton,26,0.0
strawberry,2025-09-30,2025-11-04,9.7,333.8,0.36,washed,9.116389348886175,53.40433322357342,perforated_bag,35,0.0
strawberry,2025-09-25,2025-11-02,6.4,246.1,1.52,none,7.983463756204471,68.82818591151103,loose,38,0.0
banana,2025-10-09,2025-11-04,23.8,135.1,2.16,none,10.373611703854428,73.66021525991202,sealed_punnet,26,0.0
potato,2025-10-29,2025-11-02,6.2,328.4,,washed,5.6791769158759084,87.82571989229575,carton,4,48.93788179068198
apple,2025-09-03,2025-11-03,12.3,163.3,0.82,waxed,10.14944198288741,100.0,loose,61,0.0
banana,2025-10-10,2025-11-03,20.7,109.1,,waxed,1.6016652603778407,82.62304465580306,carton,24,0.0
banana,2025-09-22,2025-11-02,22.2,142.3,0.04,,7.716367571676966,66.95457385305917,perforated_bag,41,0.0
grape,2025-10-05,2025-11-03,20.6,244.2,2.25,pre-cooled,9.980721763394477,68.93718751150672,perforated_bag,29,0.0
grape,2025-10-19,2025-11-03,23.5,374.9,0.99,none,5.966020567889975,66.96670870087794,loose,15,0.0
orange,2025-10-05,2025-11-04,13.0,190.1,5.0,pre-cooled,,81.80895538960813,sealed_punnet,30,1.1890230960487775
apple,2025-10-22,2025-11-03,12.7,224.9,0.76,none,7.490159308108232,57.79004952549365,loose,12,23.76048156151868
strawberry,2025-11-01,2025-11-03,8.9,331.6,1.47,washed,8.548022712177147,82.92541786260331,carton,2,3.436093657873333
banana,2025-10-27,2025-11-04,20.5,174.6,1.36,washed,7.762575870191983,83.70550717200511,sealed_punnet,8,3.504943311153313
banana,2025-09-12,2025-11-02,19.4,113.9,2.11,none,9.516895671656687,64.94412579091833,loose,51,0.0
orange,2025-09-19,2025-11-02,,,,none,10.51930210083145,58.51945307587794,loose,44,0.0
tomato,2025-09-14,2025-11-02,3.5,189.3,0.52,none,4.6664304882315415,93.34718224496187,perforated_bag,49,0.0
banana,2025-08-18,2025-11-03,18.1,,0.39,washed,-3.463755879530125,72.3815850551928,loose,77,0.0
grape,2025-10-20,2025-11-03,18.6,455.7,5.0,none,17.938980182783723,77.87167944140694,perforated_bag,14,0.0
orange,2025-10-25,2025-11-03,12.5,139.6,,waxed,16.638247443548103,61.41597091372877,loose,9,17.760804447049498
tomato,2025-11-02,2025-11-02,3.9,107.2,0.54,washed,14.457191432759256,86.95084889633982,perforated_bag,0,13.870189831261008
potato,2025-10-28,2025-11-03,5.3,201.8,0.29,pre-cooled,1.2667403165994076,67.18259527775466,,6,47.67815782242609
apple,2025-10-25,2025-11-02,15.5,138.1,,washed,10.005877096813036,84.24880892862252,perforated_bag,8,30.09782075180475
apple,2025-10-10,2025-11-03,11.5,198.9,1.42,waxed,5.757825185061173,71.76470938438798,sealed_punnet,24,18.402989488703394
banana,2025-10-05,2025-11-02,23.8,,0.6,pre-cooled,3.3254626167431702,50.82734762573419,loose,28,0.0
grape,2025-10-22,2025-11-03,23.5,218.2,1.66,none,3.4040330218565904,84.32278354826374,sealed_punnet,12,2.1522039491761413
orange,2025-08-20,2025-11-02,10.8,248.0,1.62,pre-cooled,15.414172047967408,94.6266409790914,perforated_bag,74,0.0
banana,2025-09-23,2025-11-02,23.7,158.5,0.24,waxed,8.997816617663977,42.887411499651456,loose,40,0.0
grape,2025-09-03,2025-11-02,16.8,158.1,0.22,none,8.279088373318851,100.0,sealed_punnet,60,0.0
apple,2025-09-07,2025-11-03,14.4,160.0,2.4,pre-cooled,10.418131776403825,85.92500804255978,perforated_bag,57,0.0
tomato,2025-08-31,2025-11-03,6.8,89.9,0.88,none,7.785248077870017,62.02038343534598,carton,64,0.0
grape,2025-09-24,2025-11-02,23.6,151.4,0.26,waxed,4.582133974931871,74.51600949371421,perforated_bag,39,0.0
apple,2025-09-26,2025-11-04,11.9,180.0,0.38,pre-cooled,2.682529902004079,89.52536389323816,sealed_punnet,39,5.721131717957401
grape,2025-08-26,2025-11-04,17.5,164.4,0.27,waxed,10.219274859355682,68.19303580838209,perforated_bag,70,0.0
banana,2025-08-18,2025-11-04,,156.0,0.93,pre-cooled,6.025459022134763,88.40821615268123,sealed_punnet,78,0.0
apple,2025-09-08,2025-11-04,15.6,164.5,,none,5.6432530455702254,61.813440907821324,sealed_punnet,57,0.0
potato,2025-08-24,2025-11-04,6.9,320.7,0.67,pre-cooled,7.45770001856113,67.4301367581191,carton,72,0.0
potato,2025-10-20,2025-11-03,5.2,386.9,1.95,none,-1.0,73.3989758630795,perforated_bag,14,34.77642743608909
banana,2025-08-31,2025-11-02,22.4,98.9,0.19,none,16.647395310467694,52.51055732559673,loose,63,0.0
tomato,2025-10-25,2025-11-04,3.0,186.6,0.01,pre-cooled,1.4349005072172494,71.57646026146742,perforated_bag,10,5.824814731063214
strawberry,2025-09-23,2025-11-04,6.7,209.5,5.0,none,6.145270295272187,,perforated_bag,42,0.0
apple,2025-10-10,2025-11-03,12.1,207.9,0.43,waxed,3.698097152946567,77.14707044753762,perforated_bag,24,16.57608036685091
orange,2025-09-24,2025-11-04,11.0,245.5,1.84,washed,7.821453122337919,77.05077579983798,sealed_punnet,41,0.0
banana,2025-09-22,2025-11-02,20.4,148.5,3.14,washed,5.1581527162969945,77.8545949268138,carton,41,0.0
grape,2025-09-11,2025-11-02,20.7,467.0,,washed,,55.50405229113388,loose,52,0.0
grape,2025-09-07,2025-11-04,22.2,343.1,,waxed,7.9162178384313915,85.86571904930523,carton,58,0.0
banana,2025-10-09,2025-11-02,21.2,,2.51,waxed,10.512338513102389,91.2287598447121,sealed_punnet,24,0.0
grape,2025-09-01,2025-11-03,16.3,267.4,1.34,pre-cooled,,65.82999776311084,loose,63,0.0
grape,2025-08-31,2025-11-04,22.3,423.7,,none,3.3771391283988472,85.37679540730261,sealed_punnet,65,0.0
banana,2025-11-01,2025-11-03,19.8,133.7,0.06,waxed,4.477044984772995,86.39533762373159,sealed_punnet,2,11.216927102702138
banana,2025-09-11,2025-11-02,22.1,95.1,2.51,none,3.528968206734752,78.8082469583791,perforated_bag,52,0.0
grape,2025-11-04,2025-10-06,18.1,307.2,0.71,washed,10.691047363602669,80.94203731486044,perforated_bag,29,0.0
potato,2025-10-06,2025-11-02,,392.2,0.42,,8.727388057798656,82.84288125727707,carton,27,24.894495849318396
banana,2025-10-25,2025-11-04,23.4,107.6,1.68,none,4.7184128017649964,65.86683605528519,carton,10,0.0
apple,2025-09-05,2025-11-02,15.6,169.2,3.82,none,7.4309250559940425,46.61870517170394,carton,58,0.0
banana,2025-09-15,2025-11-04,18.8,129.4,2.04,washed,17.633618183893173,42.159378361137215,loose,50,0.0
banana,2025-10-06,2025-11-03,23.4,118.0,1.17,none,9.797031024315492,80.47179480953635,perforated_bag,28,0.0
banana,2025-10-01,2025-11-03,22.8,147.0,0.43,washed,-0.3183524771697428,81.73169814820253,perforated_bag,33,0.0
potato,2025-09-12,2025-11-04,4.3,281.9,0.28,pre-cooled,8.495785072318682,,loose,53,0.0
grape,2025-08-21,2025-11-04,17.9,342.5,,waxed,9.196845779124931,63.31279088431674,,75,0.0
banana,2025-09-18,2025-11-02,21.6,123.8,0.39,washed,6.439883253368606,86.06132995466625,perforated_bag,45,0.0
orange,2025-09-21,2025-11-04,11.9,182.5,1.6,washed,9.807101543498762,75.39849304150326,perforated_bag,44,0.0
tomto,2025-09-21,2025-11-04,4.7,,2.16,,3.23926946752756,55.3201256124261,sealed_punnet,44,0.0
grape,2025-08-29,2025-11-04,,177.2,,waxed,7.795512845067823,76.98602950180448,perforated_bag,67,0.0
strawberry,2025-08-24,2025-11-03,9.3,205.4,1.77,none,12.634409858925423,59.35141809028431,carton,71,0.0
tomato,2025-10-28,2025-11-02,5.0,113.0,3.58,pre-cooled,,68.9379592295474,carton,5,11.925008886889982
banana,2025-10-31,2025-11-04,23.8,109.2,0.84,pre-cooled,5.530328979751343,83.41227506731941,carton,4,10.558260148161137
orange,2025-09-21,2025-11-02,12.5,143.2,0.61,washed,6.741882160460494,67.39057019433028,carton,42,0.0
strawberry,2025-11-01,2025-11-03,6.1,162.9,1.43,none,5.3861205589555325,57.48373330370758,carton,2,4.179159368032935
strawberry,2025-10-16,2025-11-03,9.3,315.6,1.28,pre-cooled,4.963779144502397,80.95963308831091,carton,18,0.0
strawberry,2025-09-07,2025-11-04,6.7,271.9,,waxed,8.088333000752272,57.03697396591125,loose,58,0.0
potato,2025-10-19,2025-11-03,7.1,249.9,0.43,washed,-0.2354794209692832,72.21831426446128,perforated_bag,15,36.03305999842232
tomato,2025-11-03,2025-11-03,6.1,176.0,0.89,pre-cooled,,86.21487032581122,carton,0,18.04331180953486
tomato,2025-09-13,2025-11-04,4.0,129.9,1.51,waxed,9.485226901517297,77.51978810906044,carton,52,0.0
orange,2025-10-18,2025-11-02,10.3,153.5,0.48,none,1.8968096721412966,57.542993970798705,carton,15,15.1933644790694
tomato,2025-08-24,2025-11-04,,23.700000000000003,1.26,pre-cooled,4.695320182443289,79.25408629418585,perforated_bag,72,0.0
banana,2025-09-17,2025-11-04,18.3,,0.7,washed,7.295150363599038,80.02511684437542,perforated_bag,48,0.0
apple,2025-10-07,2025-11-03,14.3,142.3,0.69,waxed,14.431766029123482,47.93112913419565,loose,27,9.915585633458194
orange,2025-10-01,2025-11-03,9.3,137.8,,pre-cooled,4.644189920205221,64.35407329557437,carton,33,0.0
orange,2025-09-21,2025-11-02,10.0,132.9,0.1,pre-cooled,-1.0,79.24291132654463,sealed_punnet,42,0.0
orange,2025-10-18,2025-11-02,11.5,,0.59,none,3.6379527396584828,82.43365230505933,sealed_punnet,15,17.36662207901737
orange,2025-10-01,2025-11-04,12.9,217.3,0.2,none,17.551535878740612,61.559542458829384,loose,34,0.0
orange,2025-08-26,2025-11-03,10.6,161.3,5.0,washed,5.8983038428835535,87.1267581292107,perforated_bag,69,0.0
strawberry,2025-08-29,2025-11-02,9.8,333.8,,waxed,1.2091317729024844,73.13974336793785,carton,65,0.0
strawberry,2025-10-29,2025-11-04,6.6,363.6,0.11,pre-cooled,5.24941984597811,63.88113403526124,sealed_punnet,6,6.369786646565682
grape,2025-09-18,2025-11-04,20.4,202.4,0.69,none,8.35133835092689,81.29648013429895,sealed_punnet,47,0.0
grape,2025-09-27,2025-11-02,16.4,179.2,0.51,,7.67925862680605,72.20347892792492,carton,36,0.0
grape,2025-10-24,2025-11-04,21.6,484.2,3.02,washed,11.88034394470926,65.98862609268383,perforated_bag,11,0.49300782702864177
orange,2025-08-26,2025-11-04,9.9,238.6,0.11,waxed,17.26443753039337,49.528931820917606,loose,70,0.0
grape,2025-10-10,2025-11-02,20.1,448.0,,washed,10.361061551878924,53.58188574570346,loose,23,0.0
tomato,2025-10-31,2025-11-04,6.2,174.2,1.07,,8.718267726535519,80.37366528866505,,4,9.568503133698592
tomato,2025-08-17,2025-11-03,4.8,,1.77,washed,8.519646690688193,75.60242031343707,perforated_bag,78,0.0
apple,2025-09-01,2025-11-03,10.1,244.2,,none,11.9735063528987,100.0,loose,63,0.0
grape,2025-10-26,2025-11-03,19.2,280.4,1.41,pre-cooled,4.598158139495341,81.03789070731759,carton,8,10.164130100475207
grape,2025-08-31,2025-11-04,23.0,324.5,2.42,washed,13.32915262315915,83.4094284425524,loose,65,0.0
orange,2025-08-22,2025-11-04,9.2,124.7,0.22,pre-cooled,7.897298958582053,62.220868934435295,perforated_bag,74,0.0
tomato,2025-10-11,2025-11-03,5.3,165.2,,pre-cooled,,72.07556071983001,sealed_punnet,23,0.0
potato,2025-09-25,2025-11-02,4.4,,0.56,,1.8165642657029402,73.56678931435647,sealed_punnet,38,17.64616958256749
strawberry,2025-08-25,2025-11-04,7.6,160.0,1.8,none,21.03159296918782,63.55712827189839,loose,71,0.0
grape,2025-08-31,2025-11-03,20.8,,3.92,washed,0.0034874022023405615,73.11782415980994,sealed_punnet,64,0.0
tomato,2025-10-08,2025-11-02,6.9,155.1,2.41,pre-cooled,6.506890699051312,,perforated_bag,25,0.0
grape,2025-09-23,2025-11-04,20.1,157.5,,none,7.812912839104756,61.86280655206839,sealed_punnet,42,0.0
banana,2025-10-23,2025-11-03,23.7,122.6,0.71,none,,67.70916052611283,carton,11,0.0
apple,2025-08-27,2025-11-03,12.4,203.1,,pre-cooled,,89.2720113446312,loose,68,0.0
potato,2025-10-26,2025-11-03,5.6,333.9,1.93,waxed,11.060072199127173,81.55785661153368,carton,8,40.96868878511213
grape,2025-08-25,2025-11-03,18.8,339.0,,washed,3.320794330485089,70.03636870503999,carton,70,0.0
banana,2025-09-23,2025-11-03,24.0,122.9,2.31,washed,7.395642244034921,62.696167878877766,sealed_punnet,41,0.0
grape,2025-09-23,2025-11-03,19.7,243.3,1.13,washed,14.293562519985617,73.98586126358543,perforated_bag,41,0.0
orange,2025-08-20,2025-11-04,12.8,137.7,3.53,none,3.0064487514917912,75.19827153765367,perforated_bag,76,0.0
orange,2025-09-28,2025-11-03,,174.2,2.83,,7.689137811952793,81.25617431735805,perforated_bag,36,0.0
banana,2025-09-13,2025-11-02,22.3,176.8,2.04,washed,13.243855800235965,100.0,loose,50,0.0
strawberry,2025-09-08,2025-11-04,,369.4,0.76,waxed,1.8095576124814237,,perforated_bag,57,0.0
strawberry,2025-10-02,2025-11-03,6.1,259.8,4.07,pre-cooled,1.7746525781938667,63.1913406019919,carton,32,0.0
grape,2025-10-18,2025-11-03,23.9,341.5,0.21,washed,9.60812439125073,68.56525100393718,loose,16,0.0
apple,2025-10-21,2025-11-04,10.0,230.9,0.38,none,8.094370816219069,92.04129629532842,sealed_punnet,14,26.465246030820555
orange,2025-10-18,2025-11-02,12.7,121.7,0.35,waxed,8.216698542824721,46.36961505187832,loose,15,17.82314206763931
apple,2025-09-13,2025-11-02,13.8,178.3,1.64,none,4.003992589699676,92.7088220766044,sealed_punnet,50,0.0
potato,2025-10-01,2025-11-04,5.6,277.8,1.87,pre-cooled,6.675051422968571,79.32690996162476,perforated_bag,34,18.32951113684113
orange,2025-10-23,2025-11-02,12.9,245.5,1.4,none,12.061277153157707,54.82613920299163,loose,10,15.49106256332424
apple,2025-10-15,2025-11-02,,145.3,0.89,none,7.758668024567285,60.705402996749314,sealed_punnet,18,21.002325385469728
grape,2025-10-11,2025-11-03,18.7,459.4,0.5,none,4.571302671387466,59.37644186388151,loose,23,0.0
banana,2025-10-28,2025-11-04,23.9,93.1,0.49,pre-cooled,13.807814342780935,,loose,7,3.4333053081882796
potato,2025-10-08,2025-11-02,5.7,226.2,0.25,pre-cooled,2.644347121374434,68.3599022227752,sealed_punnet,25,29.33181243134916
orange,2025-08-31,2025-11-04,12.5,175.7,3.14,pre-cooled,4.02127052623377,66.27981129993923,sealed_punnet,65,0.0
tomto,2025-10-05,2025-11-02,6.9,134.9,1.85,waxed,11.369652946652565,78.03901802095083,sealed_punnet,28,0.0
tomato,2025-10-19,2025-11-03,3.5,181.8,3.42,waxed,13.369629658583698,72.3618471700435,perforated_bag,15,0.0
grape,2025-10-04,2025-11-02,18.6,455.3,4.72,pre-cooled,2.741132479189346,67.58515274539967,carton,29,0.0
potato,2025-10-22,2025-11-03,4.7,307.1,2.49,waxed,13.934209097667342,70.16224432079021,loose,12,35.24509873956986
strawberry,2025-10-27,2025-11-04,8.9,220.2,5.0,none,7.136938087090292,72.02555245355768,sealed_punnet,8,0.0
apple,2025-08-20,2025-11-03,13.2,158.3,0.62,pre-cooled,,79.87908089857875,carton,75,0.0
grape,2025-08-27,2025-11-03,,277.8,0.76,none,6.975784838418993,46.79733496570765,perforated_bag,68,0.0
potato,2025-08-25,2025-11-04,7.0,175.5,,waxed,23.722934100271836,39.459126451969674,,71,0.0
grape,2025-09-15,2025-11-02,,438.2,1.53,waxed,10.02060428181861,61.36903846419681,perforated_bag,48,0.0
orange,2025-09-25,2025-11-02,11.7,141.8,,pre-cooled,8.192414489814512,76.75893751958647,carton,38,0.0
grape,2025-09-26,2025-11-02,21.9,260.1,1.34,none,13.106776797358595,85.37806941527106,perforated_bag,37,0.0
grape,2025-10-20,2025-11-03,21.5,177.2,0.74,none,6.921313729275155,71.43237060651498,sealed_punnet,14,1.1346088206088467
grape,2025-08-22,2025-11-04,17.6,476.8,1.2,,,82.7180300027418,sealed_punnet,74,0.0
strawberry,2025-10-09,2025-11-04,7.9,172.0,3.92,pre-cooled,3.2389098206500515,63.56266460503545,sealed_punnet,26,0.0
banana,2025-10-09,2025-11-04,18.6,,0.52,pre-cooled,-1.4768430034026956,77.75093252999773,carton,26,0.0
grape,2025-08-25,2025-11-03,19.0,318.3,1.8,waxed,11.075466914915062,54.47333312214462,loose,70,0.0
orange,2025-08-21,2025-11-02,9.6,,1.82,none,11.856696659385982,83.85493267392067,carton,73,0.0
graepe,2025-09-19,2025-11-02,23.5,311.4,0.19,waxed,2.7890927528560656,,,44,0.0
potato,2025-08-29,2025-11-03,4.7,185.7,0.57,washed,7.784756523978683,70.26545743439172,perforated_bag,66,0.0
strawberry,2025-10-31,2025-11-03,6.3,,,washed,14.477930712548536,49.37606926794794,loose,3,0.0
orange,2025-09-07,2025-11-04,12.3,,1.87,waxed,14.03200821018309,,loose,58,0.0
strawberry,2025-10-06,2025-11-02,7.1,178.0,0.09,washed,7.95434415261332,59.049677830437844,carton,27,0.0
orange,2025-09-20,2025-11-03,12.2,161.0,1.02,pre-cooled,,47.66737972739881,loose,44,0.0
grape,2025-09-13,2025-11-04,22.0,313.1,1.23,washed,8.61202149271466,76.68259102354591,perforated_bag,52,0.0
banana,2025-08-26,2025-11-02,18.6,99.2,5.0,none,12.506606252155049,73.57589639840636,perforated_bag,68,0.0
apple,2025-09-27,2025-11-04,14.4,169.2,2.24,none,9.171553615653274,78.03970177894334,carton,38,1.166371503622358
banana,2025-08-31,2025-11-03,21.5,146.6,0.56,pre-cooled,2.32140321820383,64.4729282729716,sealed_punnet,64,0.0
strawberry,2025-08-29,2025-11-02,6.1,152.0,2.46,washed,5.018977012044282,70.0990553993371,sealed_punnet,65,0.0
grape,2025-10-04,2025-11-03,23.3,170.0,4.37,pre-cooled,,75.57403977019311,sealed_punnet,30,0.0
grape,2025-08-28,2025-11-03,16.2,423.8,2.02,washed,10.352240610022692,52.208536063667864,loose,67,0.0
potato,2025-10-02,2025-11-02,6.6,247.6,2.43,none,2.8872009133263083,65.93237937082876,carton,31,19.87496408197775
strawberry,2025-08-25,2025-11-03,9.4,277.8,,washed,7.540912167000613,77.64022448996353,sealed_punnet,70,0.0
potato,2025-10-14,2025-11-03,4.1,199.0,5.0,waxed,17.211239165242,63.03862908663787,loose,20,23.18817251279576
orange,2025-10-30,2025-11-03,9.5,30.14,2.36,pre-cooled,9.972833289389014,62.80069100009784,carton,4,26.869811688079455
strawberry,2025-09-26,2025-11-03,10.0,,0.3,washed,12.647981070325994,77.22071116667942,perforated_bag,38,0.0
tomato,2025-09-17,2025-11-02,5.9,189.9,1.71,waxed,10.372687341287902,,loose,46,0.0
apple,2025-09-23,2025-11-04,11.0,195.0,1.96,none,11.798066801098201,47.234649702594744,loose,42,0.0
tomato,2025-10-30,2025-11-04,3.2,156.2,0.44,none,2.8142464976600214,65.30880655701694,perforated_bag,5,8.436033957904641
potato,2025-09-01,2025-11-04,5.4,354.4,1.16,washed,-1.0,64.95881679487564,sealed_punnet,64,0.0
strawberry,2025-09-27,2025-11-02,,193.5,1.24,pre-cooled,5.20366086532349,73.1159418384925,sealed_punnet,36,0.0
potato,2025-10-06,2025-11-04,4.1,391.6,3.82,waxed,12.645528702111434,49.541923691039514,loose,29,15.92100460887124
apple,2025-10-12,2025-11-02,16.0,122.7,2.46,pre-cooled,5.965540423645371,81.53596683945968,perforated_bag,21,19.74507577907446
orange,2025-09-09,2025-11-02,12.9,173.5,1.5,waxed,5.902910670274893,80.77093907937329,sealed_punnet,54,0.0
strawberry,2025-09-28,2025-11-03,9.8,275.0,2.79,washed,11.002967170655369,49.65663808192885,perforated_bag,36,0.0
apple,2025-08-31,2025-11-04,10.5,41.120000000000005,,none,3.9999030385695398,100.0,carton,65,0.0
potato,2025-10-11,2025-11-02,6.6,,0.45,waxed,9.648381743014804,80.03414243549322,carton,22,31.765475007164262
banana,2025-08-23,2025-11-03,18.6,130.8,0.19,washed,1.266548162881433,87.9397387450596,sealed_punnet,72,0.0
orange,2025-08-31,2025-11-04,12.7,173.6,1.2,washed,8.718647607616804,69.05807729461144,carton,65,0.0
potato,2025-08-29,2025-11-02,7.0,277.5,0.35,washed,-2.6964255596843483,71.01444778348736,sealed_punnet,65,0.0
grape,2025-10-18,2025-11-02,20.0,334.8,0.27,waxed,13.048150419591432,66.52929184220245,loose,15,0.0
tomato,2025-10-04,2025-11-03,3.8,104.1,1.77,waxed,16.39922961978445,52.40175671340955,loose,30,0.0
strawberry,2025-09-07,2025-11-03,9.8,192.0,,washed,2.1227389669133654,68.39950509494628,carton,57,0.0
orange,2025-10-17,2025-11-04,11.5,214.3,0.98,pre-cooled,7.606537634595943,75.86459090042442,sealed_punnet,18,16.31518765693039
apple,2025-10-23,2025-11-03,10.7,131.4,,,8.297918724463685,74.31292433295438,sealed_punnet,11,25.324258408555373
strawberry,2025-08-30,2025-11-03,,300.4,0.69,washed,6.695758710191921,70.19047270311573,perforated_bag,65,0.0
grape,2025-09-13,2025-11-03,17.4,266.0,1.56,washed,10.549423175002957,50.00874705611719,loose,51,0.0
strawberry,2025-10-15,2025-11-04,10.0,333.4,4.12,pre-cooled,,93.08856531722807,carton,20,0.0
tomato,2025-10-15,2025-11-03,3.7,106.8,1.74,,,95.0,perforated_bag,19,0.0
potato,2025-09-19,2025-11-02,6.9,239.9,0.64,waxed,5.865662329335349,76.87891799741122,carton,44,8.541380963365066
orange,2025-09-25,2025-11-04,12.4,143.1,,waxed,3.132054251666263,84.27813678572036,carton,40,0.0
